string,hash,bin_offset
PASSSHOT_CONTEXTEFFECT_Attribute_Max_ReduceRate,41 7A DB E9 4D 38 4E BD,
PASSSHOT_CONTEXTEFFECT_Balance_Attribute_Max_ReduceRate,7A EA BB 04 6F 37 FC 1B,
unknown,C5 73 27 AD 28 E8 3C 89,45144
unknown,C5 73 27 AD 28 E8 3C 89,52520
unknown,C5 73 27 AD 28 E8 3C 89,46168
unknown,C5 73 27 AD 28 E8 3C 89,49456
unknown,C5 73 27 AD 28 E8 3C 89,55292
unknown,C5 73 27 AD 28 E8 3C 89,14880
unknown,F3 12 68 51 95 CD 69 6C,46248
unknown,F3 12 68 51 95 CD 69 6C,49536
unknown,F3 12 68 51 95 CD 69 6C,55372
unknown,F3 12 68 51 95 CD 69 6C,14960
PASSSHOT_CONTEXTEFFECT_BallIncoming_RelBallOut_Difficulty,33 4F 13 8A 7B 5F B3 91,53928
PASSSHOT_CONTEXTEFFECT_BallIncoming_RelBallOut_Difficulty,33 4F 13 8A 7B 5F B3 91,46328
PASSSHOT_CONTEXTEFFECT_BallIncoming_RelBallOut_Difficulty,33 4F 13 8A 7B 5F B3 91,49616
PASSSHOT_CONTEXTEFFECT_BallIncoming_RelBallOut_Difficulty,33 4F 13 8A 7B 5F B3 91,55452
PASSSHOT_CONTEXTEFFECT_BallIncoming_RelBallOut_Difficulty,33 4F 13 8A 7B 5F B3 91,15120
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Attribute_Max_ReduceRate,E9 D3 A9 8D A6 D3 43 B3,
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,53544
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,45304
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,52680
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,44200
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,48232
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,54008
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,46408
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,49696
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,55532
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,15200
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Attribute_Max_ReduceRate,69 FD 59 52 99 D8 9F B5,
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,53688
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,45448
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,51520
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,44344
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,48376
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,54152
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,46552
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,49840
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,55676
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,15344
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_RelBallOut_Difficulty,16 48 21 10 C4 19 23 30,46632
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_RelBallOut_Difficulty,16 48 21 10 C4 19 23 30,49920
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_RelBallOut_Difficulty,16 48 21 10 C4 19 23 30,55756
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_RelBallOut_Difficulty,16 48 21 10 C4 19 23 30,15424
PASSSHOT_CONTEXTEFFECT_BallPitchRotate_Difficulty,E0 AF 3D 89 F8 EB A5 DF,52824
PASSSHOT_CONTEXTEFFECT_BallPitchRotate_Difficulty,E0 AF 3D 89 F8 EB A5 DF,45528
PASSSHOT_CONTEXTEFFECT_BallPitchRotate_Difficulty,E0 AF 3D 89 F8 EB A5 DF,51880
PASSSHOT_CONTEXTEFFECT_BallPitchRotate_Difficulty,E0 AF 3D 89 F8 EB A5 DF,44424
PASSSHOT_CONTEXTEFFECT_BallPitchRotate_Difficulty,E0 AF 3D 89 F8 EB A5 DF,48456
PASSSHOT_CONTEXTEFFECT_BallPitchRotate_Difficulty,E0 AF 3D 89 F8 EB A5 DF,46712
PASSSHOT_CONTEXTEFFECT_BallPitchRotate_Difficulty,E0 AF 3D 89 F8 EB A5 DF,50000
PASSSHOT_CONTEXTEFFECT_BallPitchRotate_Difficulty,E0 AF 3D 89 F8 EB A5 DF,55836
PASSSHOT_CONTEXTEFFECT_BallPitchRotate_Difficulty,E0 AF 3D 89 F8 EB A5 DF,15504
PASSSHOT_CONTEXTEFFECT_BallPosition_Difficulty,56 03 34 16 E3 3A 8C E2,48536
PASSSHOT_CONTEXTEFFECT_BallPosition_Difficulty,56 03 34 16 E3 3A 8C E2,46792
PASSSHOT_CONTEXTEFFECT_BallPosition_Difficulty,56 03 34 16 E3 3A 8C E2,50080
PASSSHOT_CONTEXTEFFECT_BallPosition_Difficulty,56 03 34 16 E3 3A 8C E2,55916
PASSSHOT_CONTEXTEFFECT_BallPosition_Difficulty,56 03 34 16 E3 3A 8C E2,15584
PASSSHOT_CONTEXTEFFECT_BallRollRotate_Difficulty,B7 40 CB 6B 63 56 7F E5,48616
PASSSHOT_CONTEXTEFFECT_BallRollRotate_Difficulty,B7 40 CB 6B 63 56 7F E5,46872
PASSSHOT_CONTEXTEFFECT_BallRollRotate_Difficulty,B7 40 CB 6B 63 56 7F E5,50160
PASSSHOT_CONTEXTEFFECT_BallRollRotate_Difficulty,B7 40 CB 6B 63 56 7F E5,55996
PASSSHOT_CONTEXTEFFECT_BallRollRotate_Difficulty,B7 40 CB 6B 63 56 7F E5,15664
PASSSHOT_CONTEXTEFFECT_BallYVelocity_Attribute_Max_ReduceRate,A6 6D 85 B8 86 45 4E 3C,
PASSSHOT_CONTEXTEFFECT_BallYVelocity_BallBounce_Difficulty,39 C3 6D 24 AE 8D C4 2E,
PASSSHOT_CONTEXTEFFECT_BallYVelocity_Difficulty,49 18 7E C1 F6 39 F9 2F,53768
PASSSHOT_CONTEXTEFFECT_BallYVelocity_Difficulty,49 18 7E C1 F6 39 F9 2F,52904
PASSSHOT_CONTEXTEFFECT_BallYVelocity_Difficulty,49 18 7E C1 F6 39 F9 2F,45608
PASSSHOT_CONTEXTEFFECT_BallYVelocity_Difficulty,49 18 7E C1 F6 39 F9 2F,51960
PASSSHOT_CONTEXTEFFECT_BallYVelocity_Difficulty,49 18 7E C1 F6 39 F9 2F,44504
PASSSHOT_CONTEXTEFFECT_BallYVelocity_Difficulty,49 18 7E C1 F6 39 F9 2F,46952
PASSSHOT_CONTEXTEFFECT_BallYVelocity_Difficulty,49 18 7E C1 F6 39 F9 2F,50240
PASSSHOT_CONTEXTEFFECT_BallYVelocity_Difficulty,49 18 7E C1 F6 39 F9 2F,56076
PASSSHOT_CONTEXTEFFECT_BallYVelocity_Difficulty,49 18 7E C1 F6 39 F9 2F,15744
PASSSHOT_CONTEXTEFFECT_BallYVelocity_TimeSinceBallBounce_Max,1A 4E B4 33 3A 74 41 1A,
PASSSHOT_CONTEXTEFFECT_BallYVelocity_TimeSinceBallBounce_Min,E4 B1 34 80 68 24 14 AA,
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,51600
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,52984
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,45688
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,52040
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,54312
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,44584
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,48696
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,47032
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,50320
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,56156
PASSSHOT_CONTEXTEFFECT_KickAngle_Difficulty,13 B0 48 51 88 43 7F 2F,15904
PASSSHOT_CONTEXTEFFECT_KickAnglePower_Attribute_Max_ReduceRate,17 34 5E FA A3 3A 60 64,
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,49376
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,53384
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,53064
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,45768
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,51680
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,52120
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,54392
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,44664
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,48776
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,47112
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,50400
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,56236
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,15984
PASSSHOT_CONTEXTEFFECT_MODIFIER_KickPower,D4 E0 45 6E C5 5C 8F DD,54472
PASSSHOT_CONTEXTEFFECT_MODIFIER_KickPower,D4 E0 45 6E C5 5C 8F DD,47192
PASSSHOT_CONTEXTEFFECT_MODIFIER_KickPower,D4 E0 45 6E C5 5C 8F DD,50480
PASSSHOT_CONTEXTEFFECT_MODIFIER_KickPower,D4 E0 45 6E C5 5C 8F DD,56316
PASSSHOT_CONTEXTEFFECT_MODIFIER_KickPower,D4 E0 45 6E C5 5C 8F DD,16064
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_BallSpeedEffect,CF 54 3D 56 F3 2B 63 BE,53144
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_BallSpeedEffect,CF 54 3D 56 F3 2B 63 BE,45848
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_BallSpeedEffect,CF 54 3D 56 F3 2B 63 BE,52200
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_BallSpeedEffect,CF 54 3D 56 F3 2B 63 BE,44744
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_BallSpeedEffect,CF 54 3D 56 F3 2B 63 BE,48856
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_BallSpeedEffect,CF 54 3D 56 F3 2B 63 BE,50560
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_BallSpeedEffect,CF 54 3D 56 F3 2B 63 BE,16144
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_PlayerSpeedEffect,B6 DF C1 8C E3 7F 4C 34,53224
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_PlayerSpeedEffect,B6 DF C1 8C E3 7F 4C 34,45928
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_PlayerSpeedEffect,B6 DF C1 8C E3 7F 4C 34,52280
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_PlayerSpeedEffect,B6 DF C1 8C E3 7F 4C 34,44824
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_PlayerSpeedEffect,B6 DF C1 8C E3 7F 4C 34,48936
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_PlayerSpeedEffect,B6 DF C1 8C E3 7F 4C 34,50640
PASSSHOT_CONTEXTEFFECT_Momentum_AddSpeed_PlayerSpeedEffect,B6 DF C1 8C E3 7F 4C 34,16224
unknown,A6 34 6A 07 0B 95 10 B3,47272
unknown,A6 34 6A 07 0B 95 10 B3,56396
unknown,A6 34 6A 07 0B 95 10 B3,50720
unknown,7F C6 9C 9D A2 DB 83 CD,54552
unknown,7F C6 9C 9D A2 DB 83 CD,47352
unknown,7F C6 9C 9D A2 DB 83 CD,56476
unknown,7F C6 9C 9D A2 DB 83 CD,50800
PASSSHOT_CONTEXTEFFECT_Momentum_PlayerSpeed_Difficulty,3E 89 13 00 12 2B F1 DE,54632
PASSSHOT_CONTEXTEFFECT_Momentum_PlayerSpeed_Difficulty,3E 89 13 00 12 2B F1 DE,49096
PASSSHOT_CONTEXTEFFECT_Momentum_PlayerSpeed_Difficulty,3E 89 13 00 12 2B F1 DE,47512
PASSSHOT_CONTEXTEFFECT_Momentum_PlayerSpeed_Difficulty,3E 89 13 00 12 2B F1 DE,56636
PASSSHOT_CONTEXTEFFECT_Momentum_PlayerSpeed_Difficulty,3E 89 13 00 12 2B F1 DE,50880
PASSSHOT_CONTEXTEFFECT_Momentum_PlayerSpeed_Difficulty,3E 89 13 00 12 2B F1 DE,16384
PASSSHOT_CONTEXTEFFECT_Perception_Attribute_Max_ReduceRate,AD 59 81 44 9F 9C 95 B9,
PASSSHOT_CONTEXTEFFECT_Perception_Difficulty,C7 42 72 13 09 E2 73 02,47592
PASSSHOT_CONTEXTEFFECT_Perception_Difficulty,C7 42 72 13 09 E2 73 02,56716
PASSSHOT_CONTEXTEFFECT_Perception_Difficulty,C7 42 72 13 09 E2 73 02,50960
PASSSHOT_CONTEXTEFFECT_Perception_Difficulty,C7 42 72 13 09 E2 73 02,16544
PASSSHOT_CONTEXTEFFECT_Pressure_Attribute_Max_ReduceRate,D4 77 34 33 07 D8 64 24,
PASSSHOT_CONTEXTEFFECT_Pressure_Difficulty,DB 55 9A F7 66 E2 94 1C,51760
PASSSHOT_CONTEXTEFFECT_Pressure_Difficulty,DB 55 9A F7 66 E2 94 1C,46088
PASSSHOT_CONTEXTEFFECT_Pressure_Difficulty,DB 55 9A F7 66 E2 94 1C,54712
PASSSHOT_CONTEXTEFFECT_Pressure_Difficulty,DB 55 9A F7 66 E2 94 1C,44984
PASSSHOT_CONTEXTEFFECT_Pressure_Difficulty,DB 55 9A F7 66 E2 94 1C,49176
PASSSHOT_CONTEXTEFFECT_Pressure_Difficulty,DB 55 9A F7 66 E2 94 1C,47672
PASSSHOT_CONTEXTEFFECT_Pressure_Difficulty,DB 55 9A F7 66 E2 94 1C,56796
PASSSHOT_CONTEXTEFFECT_Pressure_Difficulty,DB 55 9A F7 66 E2 94 1C,51040
PASSSHOT_CONTEXTEFFECT_Pressure_Difficulty,DB 55 9A F7 66 E2 94 1C,16624
PASSSHOT_CONTEXTEFFECT_PressureAngle_Difficulty,35 09 5E 9B 18 12 CB AF,54792
PASSSHOT_CONTEXTEFFECT_PressureAngle_Difficulty,35 09 5E 9B 18 12 CB AF,49256
PASSSHOT_CONTEXTEFFECT_PressureAngle_Difficulty,35 09 5E 9B 18 12 CB AF,47752
PASSSHOT_CONTEXTEFFECT_PressureAngle_Difficulty,35 09 5E 9B 18 12 CB AF,56876
PASSSHOT_CONTEXTEFFECT_PressureAngle_Difficulty,35 09 5E 9B 18 12 CB AF,51120
PASSSHOT_CONTEXTEFFECT_PressureAngle_Difficulty,35 09 5E 9B 18 12 CB AF,16704
PASSSHOT_CONTEXTEFFECT_TouchPart_BackHeel_Modifier,1F 70 D8 0F F5 3B 0A AF,47832
PASSSHOT_CONTEXTEFFECT_TouchPart_BackHeel_Modifier,1F 70 D8 0F F5 3B 0A AF,56956
PASSSHOT_CONTEXTEFFECT_TouchPart_BackHeel_Modifier,1F 70 D8 0F F5 3B 0A AF,51200
PASSSHOT_CONTEXTEFFECT_TouchPart_BackHeel_Modifier,1F 70 D8 0F F5 3B 0A AF,16784
PASSSHOT_CONTEXTEFFECT_TouchPart_Head_Modifier,B3 B7 BC 77 30 94 56 F2,49336
PASSSHOT_CONTEXTEFFECT_TouchPart_Head_Modifier,B3 B7 BC 77 30 94 56 F2,47872
PASSSHOT_CONTEXTEFFECT_TouchPart_Head_Modifier,B3 B7 BC 77 30 94 56 F2,56996
PASSSHOT_CONTEXTEFFECT_TouchPart_Head_Modifier,B3 B7 BC 77 30 94 56 F2,51240
PASSSHOT_CONTEXTEFFECT_TouchPart_Head_Modifier,B3 B7 BC 77 30 94 56 F2,16824
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFoot_Modifier,EB 71 81 ED 50 6C 60 2E,52440
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFoot_Modifier,EB 71 81 ED 50 6C 60 2E,45064
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFoot_Modifier,EB 71 81 ED 50 6C 60 2E,47912
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFoot_Modifier,EB 71 81 ED 50 6C 60 2E,57036
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFoot_Modifier,EB 71 81 ED 50 6C 60 2E,51280
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFoot_Modifier,EB 71 81 ED 50 6C 60 2E,16864
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFootTop_Modifier,06 8D D7 8B E8 92 85 CB,52480
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFootTop_Modifier,06 8D D7 8B E8 92 85 CB,45104
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFootTop_Modifier,06 8D D7 8B E8 92 85 CB,47952
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFootTop_Modifier,06 8D D7 8B E8 92 85 CB,57076
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFootTop_Modifier,06 8D D7 8B E8 92 85 CB,51320
PASSSHOT_CONTEXTEFFECT_TouchPart_InsideFootTop_Modifier,06 8D D7 8B E8 92 85 CB,16904
PASSSHOT_CONTEXTEFFECT_TouchPart_Laces_Modifier,49 12 49 B1 8C 8B C3 A0,47992
PASSSHOT_CONTEXTEFFECT_TouchPart_Laces_Modifier,49 12 49 B1 8C 8B C3 A0,57116
PASSSHOT_CONTEXTEFFECT_TouchPart_Laces_Modifier,49 12 49 B1 8C 8B C3 A0,51360
PASSSHOT_CONTEXTEFFECT_TouchPart_Laces_Modifier,49 12 49 B1 8C 8B C3 A0,16944
PASSSHOT_CONTEXTEFFECT_TouchPart_OutsideFoot_Modifier,D5 C3 CB B4 AA F6 BD 0D,48032
PASSSHOT_CONTEXTEFFECT_TouchPart_OutsideFoot_Modifier,D5 C3 CB B4 AA F6 BD 0D,57156
PASSSHOT_CONTEXTEFFECT_TouchPart_OutsideFoot_Modifier,D5 C3 CB B4 AA F6 BD 0D,51400
PASSSHOT_CONTEXTEFFECT_TouchPart_OutsideFoot_Modifier,D5 C3 CB B4 AA F6 BD 0D,16984
PASSSHOT_CONTEXTEFFECT_WeakFoot_Difficulty,6D 81 CE D8 4D E5 46 AE,48072
PASSSHOT_CONTEXTEFFECT_WeakFoot_Difficulty,6D 81 CE D8 4D E5 46 AE,57196
PASSSHOT_CONTEXTEFFECT_WeakFoot_Difficulty,6D 81 CE D8 4D E5 46 AE,51440
PASSSHOT_CONTEXTEFFECT_WeakFoot_Difficulty,6D 81 CE D8 4D E5 46 AE,17104
PASSSHOT_CONTEXTEFFECT_WeakFoot_InsideFoot_Difficulty,17 E6 00 77 EB E3 97 62,
PASSSHOT_CONTEXTEFFECT_WeakFoot_Laces_Difficulty,AD E7 2E 0E 45 16 2C 91,
PASSSHOT_CONTEXTEFFECT_WeakFoot_OSF_Difficulty,08 CD 68 AB 39 47 91 0C,
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,49376
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,53384
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,53064
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,45768
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,51680
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,52120
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,54392
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,44664
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,48776
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,47112
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,50400
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,56236
PASSSHOT_CONTEXTEFFECT_KickPower_Difficulty,29 F2 39 8E 7A 02 0E B9,15984
PASSSHOT_CONTEXTEFFECT_Animation_BicycleKick_Difficulty,54 A8 D2 B6 6D FC 54 A7,
PASSSHOT_CONTEXTEFFECT_Animation_Chip_Difficulty,8E 1F 80 52 4C 85 D6 92,
PASSSHOT_CONTEXTEFFECT_Animation_Clearance_Difficulty,8F 75 2D 03 B9 EC 3F CC,
PASSSHOT_CONTEXTEFFECT_Animation_Finesse_Difficulty,DE AD 40 69 70 8C 33 8F,
PASSSHOT_CONTEXTEFFECT_Animation_OSF_Difficulty,E3 AD 46 1B 0D 9B A7 E7,
PASSSHOT_CONTEXTEFFECT_Animation_Sliding_Difficulty,28 76 28 EA 42 C3 1A 3B,
PASSSHOT_CONTEXTEFFECT_Attribute_Max_ReduceRate,41 7A DB E9 4D 38 4E BD,
PASSSHOT_CONTEXTEFFECT_Balance_Attribute_Max_ReduceRate,7A EA BB 04 6F 37 FC 1B,
unknown,C5 73 27 AD 28 E8 3C 89,45144
unknown,C5 73 27 AD 28 E8 3C 89,52520
unknown,C5 73 27 AD 28 E8 3C 89,46168
unknown,C5 73 27 AD 28 E8 3C 89,49456
unknown,C5 73 27 AD 28 E8 3C 89,55292
unknown,C5 73 27 AD 28 E8 3C 89,14880
unknown,F3 12 68 51 95 CD 69 6C,46248
unknown,F3 12 68 51 95 CD 69 6C,49536
unknown,F3 12 68 51 95 CD 69 6C,55372
unknown,F3 12 68 51 95 CD 69 6C,14960
PASSSHOT_CONTEXTEFFECT_BallIncoming_RelBallOut_Difficulty,33 4F 13 8A 7B 5F B3 91,53928
PASSSHOT_CONTEXTEFFECT_BallIncoming_RelBallOut_Difficulty,33 4F 13 8A 7B 5F B3 91,46328
PASSSHOT_CONTEXTEFFECT_BallIncoming_RelBallOut_Difficulty,33 4F 13 8A 7B 5F B3 91,49616
PASSSHOT_CONTEXTEFFECT_BallIncoming_RelBallOut_Difficulty,33 4F 13 8A 7B 5F B3 91,55452
PASSSHOT_CONTEXTEFFECT_BallIncoming_RelBallOut_Difficulty,33 4F 13 8A 7B 5F B3 91,15120
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Attribute_Max_ReduceRate,E9 D3 A9 8D A6 D3 43 B3,
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,53544
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,45304
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,52680
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,44200
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,48232
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,54008
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,46408
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,49696
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,55532
PASSSHOT_CONTEXTEFFECT_BallIncomingVelocity_Difficulty,49 64 D0 87 88 F9 C2 90,15200
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Attribute_Max_ReduceRate,69 FD 59 52 99 D8 9F B5,
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,53688
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,45448
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,51520
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,44344
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,48376
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,54152
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,46552
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,49840
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,55676
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_Difficulty,A9 EA CB 35 A5 61 F3 F5,15344
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_RelBallOut_Difficulty,16 48 21 10 C4 19 23 30,46632
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_RelBallOut_Difficulty,16 48 21 10 C4 19 23 30,49920
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_RelBallOut_Difficulty,16 48 21 10 C4 19 23 30,55756
PASSSHOT_CONTEXTEFFECT_BallLateralVelocity_RelBallOut_Difficulty,16 48 21 10 C4 19 23 30,15424
PASSSHOT_CONTEXTEFFECT_BallPitchRotate_Difficulty,E0 AF 3D 89 F8 EB A5 DF,52824
